"spec","method","n_rep","mean","bias","empirical_sd","variance","mse","rmse","bias_squared","mean_boot_se","se_sd_ratio","coverage","type1","power","mean_ci_length"
"CC","rct_final",200,0.678279344308239,-0.0217206556917607,0.331148271001603,0.109659177387351,0.109582668384095,0.331032730079813,0.000471786883680018,NA,NA,NA,NA,NA,NA
"CC","rct_long",200,0.676096533198853,-0.023903466801147,0.323393087034079,0.104583088741431,0.104631549022838,0.323468003089699,0.000571375725113535,NA,NA,NA,NA,NA,NA
"CC","full",200,0.697172358843632,-0.00282764115636835,0.255235803752571,0.0651453155172209,0.064827584494144,0.254612616525859,7.99555450918817e-06,NA,NA,NA,NA,NA,NA
"CC","oracle",200,0.697172358843632,-0.00282764115636835,0.255235803752571,0.0651453155172209,0.064827584494144,0.254612616525859,7.99555450918817e-06,NA,NA,NA,NA,NA,NA
"CC","avg",200,0.695455853047015,-0.00454414695298533,0.264090077174175,0.0697435688618617,0.0694155002890827,0.263468214950272,2.06492715303258e-05,NA,NA,NA,NA,NA,NA
