"spec","method","mean_lambda","mean_ess","mean_retained","mean_max_weight"
"CC","full",0.266198705989848,85.1371808268227,100,2.43860072368204
"CC","oracle",0.415685279016538,59.5407742088608,72,2.53313239190968
"CC","avg",0.421972655782291,52.3072018845473,64.5,2.56914416010352
"CC","max",0.418847615972443,53.2418844529946,68,2.88088888000056
"CC","quad",0.418342211005286,53.0885464273216,66,2.61621927632216
