"spec","method","mean_lambda","mean_ess","mean_retained","mean_max_weight"
"CC","full",0.290216149815235,86.3694630846875,100,2.18357882755055
"CC","oracle",0.502050982732021,58.9651085467344,69.885,2.28928981254104
"CC","avg",0.507177396863934,55.2602524639975,66.05,2.33083881598245
"CC","max",0.504466180130723,55.7114415978691,66.49,2.3036600506736
"CC","quad",0.512621369128555,55.2567608970531,66.1,2.32129368170768
